"Date","Price","Open","High","Low","Vol.","Change %"
"09/16/2019","268.00","268.00","268.00","268.00","3.56K","0.00%"
"09/13/2019","268.00","268.10","270.00","268.00","5.43K","-0.02%"
"09/12/2019","268.05","268.10","268.10","268.05","1.93K","0.02%"
"09/11/2019","268.00","269.00","269.00","268.00","2.16K","-0.19%"
"09/10/2019","268.50","270.30","270.30","268.50","14.94K","-0.67%"
"09/09/2019","270.30","271.00","271.00","270.30","1.49K","0.00%"
"09/06/2019","270.30","270.10","270.30","270.05","2.53K","-0.06%"
"09/05/2019","270.45","272.00","272.00","270.20","7.30K","-0.20%"
"09/04/2019","271.00","270.95","271.00","270.95","5.88K","0.07%"
"09/03/2019","270.80","270.75","271.00","270.75","6.15K","-0.44%"
"09/02/2019","272.00","270.00","272.00","270.00","3.31K","0.00%"
"08/30/2019","272.00","273.00","273.00","271.50","24.66K","-0.37%"
"08/29/2019","273.00","271.75","273.00","271.75","7.03K","0.37%"
"08/28/2019","272.00","271.70","272.00","271.65","7.68K","-1.07%"
"08/27/2019","274.95","274.00","274.95","272.00","37.11K","0.53%"
"08/26/2019","273.50","272.50","273.50","272.50","10.04K","0.37%"
"08/23/2019","272.50","271.00","272.50","271.00","6.34K","0.55%"
"08/22/2019","271.00","270.30","271.00","270.30","16.52K","0.31%"
"08/19/2019","270.15","272.00","272.00","270.15","1.73K","-0.68%"
"08/16/2019","272.00","270.55","272.00","270.55","1.46K","0.00%"
"08/15/2019","272.00","270.10","272.00","270.05","1.29K","0.00%"
"08/09/2019","272.00","271.25","272.00","271.25","12.94K","0.11%"
"08/08/2019","271.70","271.70","271.70","271.70","0.28K","0.18%"
"08/07/2019","271.20","272.00","272.00","271.10","19.39K","-0.48%"
"08/06/2019","272.50","270.50","272.50","270.50","6.02K","0.72%"
"08/05/2019","270.55","270.15","270.55","270.10","0.88K","-0.90%"
"08/02/2019","273.00","272.00","273.00","271.05","10.10K","0.37%"
"08/01/2019","272.00","270.60","272.00","270.60","6.49K","-0.69%"
"07/31/2019","273.90","272.00","273.90","272.00","58.42K","1.03%"
"07/29/2019","271.10","274.00","274.00","270.25","16.95K","-1.00%"
"07/26/2019","273.85","271.05","273.85","271.05","8.98K","1.35%"
"07/25/2019","270.20","270.00","270.20","270.00","5.62K","0.04%"
"07/24/2019","270.10","270.05","270.20","270.05","1.63K","-1.03%"
"07/23/2019","272.90","272.00","273.00","268.00","11.79K","-0.04%"
"07/22/2019","273.00","272.00","273.00","272.00","8.45K","-0.35%"
"07/19/2019","273.95","275.00","275.00","272.25","29.15K","-0.38%"
"07/18/2019","275.00","275.00","275.00","270.70","268.31K","-0.02%"
"07/17/2019","275.05","272.95","276.00","272.95","196.45K","1.83%"
"07/16/2019","270.10","272.95","272.95","269.50","5.78K","-1.04%"
"07/15/2019","272.95","272.95","272.95","272.95","0.88K","0.33%"
"07/12/2019","272.05","270.00","273.00","270.00","49.78K","0.74%"
"07/11/2019","270.05","272.00","272.00","270.00","2.75K","-0.72%"
"07/10/2019","272.00","268.15","272.00","268.15","26.20K","0.74%"
"07/09/2019","270.00","269.90","270.00","267.35","38.14K","1.01%"
"07/08/2019","267.30","266.05","269.00","266.05","17.52K","0.04%"
"07/05/2019","267.20","269.00","269.00","266.05","7.69K","0.00%"
"07/04/2019","267.20","267.10","268.00","267.10","7.39K","-0.30%"
"07/03/2019","268.00","267.10","268.00","267.10","5.63K","0.34%"
"07/02/2019","267.10","267.05","267.10","267.00","27.96K","-0.76%"
"07/01/2019","269.15","267.00","269.15","266.95","3.82K","-0.28%"
"06/28/2019","269.90","268.00","269.90","268.00","151.28K","-0.04%"
"06/27/2019","270.00","267.15","270.00","266.10","631.38K","-0.74%"
"06/26/2019","272.00","272.00","272.00","268.15","327.15K","0.72%"
"06/25/2019","270.05","266.15","270.05","266.10","1.13K","1.50%"
"06/24/2019","266.05","270.05","274.00","265.65","18.14K","-1.46%"
"06/21/2019","270.00","271.30","273.95","270.00","18.57K","-0.74%"
"06/20/2019","272.00","271.00","273.95","271.00","3.25K","0.26%"
"06/19/2019","271.30","277.00","279.00","271.15","59.01K","-2.06%"
"06/18/2019","277.00","270.20","277.00","270.10","50.73K","2.59%"
"06/17/2019","270.00","270.95","272.80","268.00","16.09K","0.00%"
"06/14/2019","270.00","270.00","270.00","270.00","41.09K","1.89%"
"06/13/2019","265.00","265.00","265.05","260.00","15.35K","0.00%"
"06/12/2019","265.00","265.00","265.00","265.00","0.85K","-0.02%"
"06/11/2019","265.05","265.05","267.90","265.00","2.48K","0.02%"
"06/10/2019","265.00","267.95","268.00","265.00","0.92K","-1.12%"
"06/04/2019","268.00","265.00","268.00","265.00","3.78K","1.13%"
"06/03/2019","265.00","257.85","265.00","257.85","3.18K","-0.19%"
"05/31/2019","265.50","269.85","269.95","265.00","16.22K","0.23%"
"05/30/2019","264.90","265.70","266.00","264.90","21.64K","-0.23%"
"05/29/2019","265.50","270.00","270.00","265.30","2.56K","-1.67%"
"05/28/2019","270.00","270.00","270.05","270.00","73.89K","0.00%"
"05/27/2019","270.00","268.60","270.00","268.60","3.35K","0.00%"
"05/24/2019","270.00","270.05","272.50","270.00","15.71K","-1.44%"
"05/23/2019","273.95","274.90","274.95","268.60","28.21K","-0.36%"
"05/22/2019","274.95","267.05","274.95","267.05","6.89K","1.83%"
"05/21/2019","270.00","270.00","273.35","268.00","29.62K","-1.10%"
"05/20/2019","273.00","272.00","273.00","272.00","3.24K","0.92%"
"05/17/2019","270.50","267.95","272.00","267.95","42.62K","1.69%"
"05/16/2019","266.00","265.30","266.00","265.30","3.52K","-0.75%"
"05/15/2019","268.00","266.00","268.00","266.00","5.64K","0.75%"
"05/14/2019","266.00","266.00","266.00","265.05","7.30K","0.00%"
"05/13/2019","266.00","265.00","266.00","265.00","32.15K","0.00%"
"05/10/2019","266.00","265.00","266.00","264.30","10.20K","0.38%"
"05/09/2019","265.00","265.00","265.00","264.30","18.06K","0.00%"
"05/08/2019","265.00","264.50","265.00","264.25","5.24K","0.00%"
"05/07/2019","265.00","265.00","265.00","265.00","0.92K","0.00%"
"05/06/2019","265.00","265.00","265.00","264.20","2.46K","0.00%"
"05/03/2019","265.00","264.00","265.00","264.00","16.93K","0.00%"
"05/02/2019","265.00","265.95","265.95","263.90","6.65K","0.00%"
"04/30/2019","265.00","263.80","265.00","263.80","30.06K","0.00%"
"04/29/2019","265.00","264.00","265.00","263.70","9.55K","0.00%"
"04/26/2019","265.00","263.55","265.00","263.55","1.16K","0.00%"
"04/25/2019","265.00","264.00","265.00","264.00","16.26K","0.00%"
"04/24/2019","265.00","266.50","266.50","265.00","26.00K","0.00%"
"04/23/2019","265.00","267.00","267.00","265.00","51.95K","-0.75%"
"04/22/2019","267.00","266.00","267.00","265.70","3.02K","0.38%"
"04/19/2019","266.00","265.90","267.00","265.55","80.85K","0.04%"
"04/18/2019","265.90","265.50","265.95","265.25","79.71K","-0.04%"
"04/17/2019","266.00","265.50","266.00","264.20","79.58K","0.19%"
"04/16/2019","265.50","265.50","265.50","264.50","39.86K","0.00%"
"04/15/2019","265.50","265.00","265.50","264.15","33.78K","0.19%"
"04/12/2019","265.00","267.00","267.00","265.00","9.31K","-0.38%"
"04/11/2019","266.00","265.00","266.00","265.00","6.12K","0.00%"
"04/10/2019","266.00","265.05","266.00","265.05","2.95K","0.00%"
"04/09/2019","266.00","265.05","266.00","265.05","9.54K","-0.37%"
"04/08/2019","267.00","265.25","267.00","265.25","0.34K","0.68%"
"04/05/2019","265.20","265.00","266.00","265.00","49.43K","0.08%"
"04/04/2019","265.00","265.00","265.00","265.00","6.74K","0.00%"
"04/03/2019","265.00","266.00","266.00","265.00","0.82K","-1.08%"
"04/02/2019","267.90","266.00","267.90","265.00","12.39K","0.04%"
"04/01/2019","267.80","266.55","267.80","266.55","0.89K","0.68%"
"03/29/2019","266.00","266.00","266.00","266.00","62.95K","0.00%"
"03/28/2019","266.00","266.90","267.00","265.10","38.71K","-0.23%"
"03/27/2019","266.60","265.00","266.60","265.00","24.88K","-0.15%"
"03/26/2019","267.00","265.00","267.00","265.00","2.80K","0.00%"
"03/25/2019","267.00","267.00","268.00","267.00","8.83K","0.00%"
"03/22/2019","267.00","265.00","268.00","265.00","39.20K","0.75%"
"03/21/2019","265.00","265.00","265.00","264.80","24.87K","0.00%"
"03/20/2019","265.00","268.00","268.00","265.00","8.85K","-1.12%"
"03/19/2019","268.00","265.00","268.00","265.00","7.44K","1.13%"
"03/18/2019","265.00","265.00","265.00","265.00","3.25K","0.00%"
"03/15/2019","265.00","265.50","265.50","265.00","24.72K","0.00%"
"03/14/2019","265.00","266.50","269.70","265.00","58.56K","-1.82%"
"03/12/2019","269.90","267.00","269.90","266.55","8.61K","1.09%"
"03/11/2019","267.00","267.30","267.30","266.65","1.73K","0.00%"
"03/08/2019","267.00","269.80","269.80","267.00","13.53K","0.15%"
"03/07/2019","266.60","267.05","267.05","266.55","1.63K","-1.26%"
"03/06/2019","270.00","267.50","270.00","267.05","6.46K","0.02%"
"03/05/2019","269.95","267.05","270.00","266.35","4.58K","-0.02%"
"03/04/2019","270.00","274.70","274.75","268.00","6.88K","-1.78%"
"03/01/2019","274.90","267.00","274.90","266.50","10.52K","2.96%"
"02/28/2019","267.00","268.00","268.00","267.00","28.96K","0.19%"
"02/27/2019","266.50","266.30","272.75","266.00","2.63K","-2.24%"
"02/26/2019","272.60","270.50","272.60","266.00","3.49K","0.85%"
"02/25/2019","270.30","270.45","270.45","270.30","3.68K","-1.33%"
"02/22/2019","273.95","270.25","273.95","270.15","19.51K","1.46%"
"02/21/2019","270.00","274.50","274.50","270.00","2.47K","-1.46%"
"02/20/2019","274.00","274.25","275.40","274.00","130.81K","-0.36%"
"02/19/2019","275.00","275.00","275.50","274.20","28.78K","0.00%"
"02/18/2019","275.00","275.05","276.00","274.05","28.16K","-0.22%"
"02/15/2019","275.60","275.45","277.00","275.45","135.40K","-0.65%"
"02/14/2019","277.40","274.80","277.95","274.80","127.91K","0.58%"
"02/13/2019","275.80","275.60","275.80","275.00","9.40K","-0.43%"
"02/12/2019","277.00","274.55","277.00","274.55","35.97K","0.40%"
"02/11/2019","275.90","274.55","275.90","274.55","29.51K","0.33%"
"02/08/2019","275.00","275.90","275.90","274.20","117.92K","0.00%"
"02/07/2019","275.00","274.45","275.00","274.25","10.94K","-0.33%"
"02/06/2019","275.90","274.30","275.95","274.30","38.67K","0.33%"
"02/05/2019","275.00","274.35","275.00","274.20","26.19K","0.18%"
"02/04/2019","274.50","274.35","275.00","274.05","4.40K","-0.20%"
"02/01/2019","275.05","275.00","275.10","274.50","44.71K","0.02%"
"01/31/2019","275.00","275.00","276.90","274.45","40.59K","0.33%"
"01/30/2019","274.10","275.05","276.95","274.10","19.12K","-0.33%"
"01/29/2019","275.00","275.00","277.00","273.50","29.06K","0.00%"
"01/28/2019","275.00","276.00","276.00","272.40","10.26K","0.00%"
"01/25/2019","275.00","272.00","277.00","272.00","29.53K","0.44%"
"01/24/2019","273.80","272.25","275.00","272.25","18.06K","0.00%"
"01/23/2019","273.80","272.20","273.80","272.20","16.69K","-0.05%"
"01/22/2019","273.95","273.15","273.95","271.60","5.40K","0.24%"
"01/21/2019","273.30","273.20","273.30","273.20","8.27K","-0.62%"
"01/18/2019","275.00","273.95","278.00","272.40","64.08K","0.73%"
"01/17/2019","273.00","271.55","273.00","271.55","3.57K","0.53%"
"01/16/2019","271.55","271.10","271.60","271.10","5.30K","-0.89%"
"01/15/2019","274.00","271.00","274.00","270.80","5.25K","1.26%"
"01/14/2019","270.60","274.15","274.15","270.45","20.54K","-1.29%"
"01/10/2019","274.15","276.00","276.00","274.15","39.28K","-0.42%"
"01/09/2019","275.30","275.25","275.30","275.20","19.12K","0.07%"
"01/08/2019","275.10","277.00","277.00","275.10","11.37K","-1.04%"
"01/07/2019","278.00","276.95","279.05","276.95","17.98K","-0.36%"
"01/04/2019","279.00","276.75","279.00","276.75","19.52K","0.72%"
"01/03/2019","277.00","276.70","280.00","276.70","87.79K","-1.70%"
"01/02/2019","281.80","276.10","281.80","276.05","344.18K","0.64%"
"12/31/2018","280.00","279.95","280.00","274.60","249.27K","0.00%"
"12/28/2018","280.00","279.00","280.10","276.15","341.32K","0.04%"
"12/27/2018","279.90","275.45","280.00","275.45","195.00K","1.05%"
"12/26/2018","277.00","275.00","280.00","275.00","348.36K","0.64%"
"12/25/2018","275.25","277.00","277.00","275.00","310.43K","0.09%"
"12/24/2018","275.00","272.65","275.00","272.65","0.87K","-1.43%"
"12/21/2018","279.00","274.10","279.00","270.05","69.14K","1.79%"
"12/20/2018","274.10","274.10","274.15","274.05","9.80K","-1.05%"
"12/19/2018","277.00","277.00","277.00","277.00","2.40K","1.06%"
"12/18/2018","274.10","272.00","274.10","272.00","1.73K","-0.33%"
"12/17/2018","275.00","272.80","275.00","271.00","5.13K","0.73%"
"12/14/2018","273.00","275.70","279.40","273.00","29.29K","-1.12%"
"12/13/2018","276.10","275.50","276.10","275.25","1.06K","-0.34%"
"12/12/2018","277.05","282.50","282.50","276.75","14.09K","-1.93%"
"12/11/2018","282.50","275.80","282.50","275.80","50.85K","-0.53%"
"12/10/2018","284.00","279.95","284.00","275.05","554.48K","3.24%"
"12/07/2018","275.10","280.00","280.00","275.10","24.64K","-2.79%"
"12/06/2018","283.00","280.15","284.95","278.00","428.45K","-0.35%"
"12/05/2018","284.00","284.40","284.40","282.15","0.67K","-0.35%"
"12/04/2018","285.00","278.55","285.00","278.15","7.60K","1.37%"
"12/03/2018","281.15","281.10","285.00","280.00","9.07K","-1.35%"
"11/30/2018","285.00","278.50","285.00","278.50","72.71K","1.06%"
"11/29/2018","282.00","283.70","283.70","275.05","27.78K","0.36%"
"11/28/2018","281.00","277.95","281.00","277.95","51.90K","1.08%"
"11/27/2018","278.00","272.60","278.00","272.60","21.86K","1.09%"
"11/26/2018","275.00","270.25","275.00","270.25","3.68K","0.55%"
"11/23/2018","273.50","270.05","273.50","270.05","17.32K","0.55%"
"11/22/2018","272.00","270.00","272.00","270.00","10.90K","0.00%"
"11/19/2018","272.00","268.25","272.00","268.25","5.62K","0.35%"
"11/16/2018","271.05","268.15","271.05","268.15","24.26K","0.02%"
"11/15/2018","271.00","269.20","271.00","268.25","78.13K","0.37%"
"11/14/2018","270.00","272.90","272.90","269.05","10.12K","-0.72%"
"11/13/2018","271.95","269.00","271.95","269.00","8.19K","1.47%"
"11/12/2018","268.00","267.05","270.00","266.30","9.86K","-1.63%"
"11/09/2018","272.45","272.80","272.80","267.05","0.40K","0.52%"
"11/08/2018","271.05","267.25","272.75","265.00","24.24K","0.37%"
"11/07/2018","270.05","271.95","271.95","266.85","5.12K","1.45%"
"11/05/2018","266.20","272.95","272.95","266.20","0.07K","-1.04%"
"11/02/2018","269.00","269.00","269.00","269.00","3.15K","0.98%"
"11/01/2018","266.40","271.00","271.50","266.40","3.07K","-1.88%"
"10/31/2018","271.50","268.50","271.50","268.50","263.88K","1.31%"
"10/30/2018","268.00","271.00","271.00","266.45","37.04K","-1.11%"
"10/29/2018","271.00","271.00","271.00","271.00","0.07K","-0.02%"
"10/26/2018","271.05","274.90","274.95","270.35","3.34K","-0.46%"
"10/25/2018","272.30","272.30","272.30","272.30","8.26K","0.07%"
"10/24/2018","272.10","273.05","273.05","272.10","16.19K","-0.35%"
"10/23/2018","273.05","272.30","274.50","272.30","20.32K","0.35%"
"10/22/2018","272.10","273.80","275.00","270.20","69.33K","-0.58%"
"10/19/2018","273.70","271.00","273.70","268.45","8.78K","1.28%"
"10/18/2018","270.25","270.10","274.00","268.10","24.27K","0.07%"
"10/17/2018","270.05","270.00","274.75","270.00","32.28K","-1.80%"
"10/16/2018","275.00","270.00","275.00","270.00","54.10K","1.85%"
"10/15/2018","270.00","270.00","270.00","266.05","6.78K","-0.02%"
"10/12/2018","270.05","271.00","271.00","266.00","43.70K","0.00%"
"10/11/2018","270.05","270.00","270.05","270.00","1.70K","0.00%"
"10/10/2018","270.05","271.00","271.00","270.00","22.06K","-1.80%"
"10/09/2018","275.00","272.00","275.00","270.00","3.75K","1.29%"
"10/08/2018","271.50","272.50","272.50","271.50","0.32K","-0.37%"
"10/05/2018","272.50","272.10","272.50","270.10","1.62K","0.41%"
"10/04/2018","271.40","275.00","275.00","271.40","2.02K","-1.90%"
"10/03/2018","276.65","276.65","276.65","276.65","0.00K","-0.49%"
"10/02/2018","278.00","270.50","278.00","269.50","2.95K","2.96%"
"10/01/2018","270.00","280.00","280.00","270.00","3.50K","-3.23%"
"09/28/2018","279.00","279.95","280.00","272.10","476.77K","-0.37%"
"09/27/2018","280.05","275.00","280.05","272.50","45.34K","1.84%"
"09/26/2018","275.00","276.00","276.00","272.05","6.28K","0.05%"
"09/25/2018","274.85","265.05","274.85","265.05","89.98K","4.11%"
"09/24/2018","264.00","264.00","264.00","264.00","0.05K","-1.49%"
"09/21/2018","268.00","266.00","273.50","266.00","153.93K","0.41%"
"09/20/2018","266.90","266.00","266.90","266.00","21.36K","1.12%"
"09/19/2018","263.95","262.10","267.00","260.05","3.62K","-0.02%"
"09/18/2018","264.00","263.80","267.95","263.80","64.84K","0.00%"
"09/17/2018","264.00","262.05","264.00","262.05","35.62K","0.17%"
"09/14/2018","263.55","262.50","264.00","262.50","48.95K","-1.24%"
"09/13/2018","266.85","261.10","266.85","261.10","17.71K","2.24%"
"09/12/2018","261.00","263.95","263.95","260.00","29.51K","0.00%"
"09/10/2018","261.00","261.00","261.00","261.00","10.06K","0.97%"
"09/07/2018","258.50","268.70","268.70","258.50","113.39K","-1.34%"
"09/06/2018","262.00","263.00","263.10","262.00","48.32K","-0.38%"
"09/05/2018","263.00","261.05","263.00","260.20","4.63K","-0.57%"
"09/04/2018","264.50","264.25","267.00","260.25","26.89K","-0.19%"
"09/03/2018","265.00","265.10","269.00","265.00","12.68K","-1.12%"
"08/31/2018","268.00","268.25","270.00","267.55","19.68K","-0.74%"
"08/30/2018","270.00","267.65","270.00","267.65","15.01K","0.00%"
"08/29/2018","270.00","270.00","270.00","270.00","16.95K","0.00%"
"08/28/2018","270.00","270.30","270.30","268.05","15.95K","-0.11%"
"08/27/2018","270.30","270.30","270.30","270.30","0.07K","0.00%"
"08/17/2018","270.30","271.00","271.00","270.25","8.89K","0.06%"
"08/16/2018","270.15","275.00","275.00","270.10","3.25K","-0.75%"
"08/15/2018","272.20","275.00","275.00","270.15","2.40K","1.95%"
"08/13/2018","267.00","274.30","274.30","267.00","2.42K","-2.61%"
"08/10/2018","274.15","279.00","279.00","274.00","3.40K","0.05%"
"08/08/2018","274.00","275.50","275.50","274.00","0.48K","-1.01%"
"08/07/2018","276.80","283.70","283.70","276.80","16.15K","-0.79%"
"08/06/2018","279.00","275.10","279.00","275.10","15.45K","0.94%"
"08/03/2018","276.40","279.05","282.00","276.40","2.07K","-2.98%"
"08/02/2018","284.90","285.00","285.00","284.90","6.66K","-0.16%"
"08/01/2018","285.35","288.00","288.00","281.00","0.55K","-0.07%"
"07/31/2018","285.55","282.80","285.55","277.50","38.23K","2.00%"
"07/27/2018","279.95","278.90","283.00","278.90","46.30K","1.80%"
"07/26/2018","275.00","279.80","279.80","271.55","105.09K","1.83%"
"07/25/2018","270.05","273.00","273.00","270.05","40.19K","-0.72%"
"07/24/2018","272.00","271.00","276.00","270.15","56.81K","0.72%"
"07/23/2018","270.05","266.00","270.05","264.00","8.66K","1.91%"
"07/20/2018","265.00","265.00","266.00","264.00","104.68K","1.11%"
"07/19/2018","262.10","265.00","269.50","262.10","58.04K","0.04%"
"07/18/2018","262.00","265.00","265.00","262.00","10.19K","-1.13%"
"07/17/2018","265.00","270.00","270.00","265.00","5.65K","-1.67%"
"07/16/2018","269.50","269.50","269.50","266.10","3.36K","0.00%"
"07/13/2018","269.50","272.00","272.00","269.50","13.55K","-0.92%"
"07/12/2018","272.00","273.05","273.05","272.00","12.02K","-1.63%"
"07/11/2018","276.50","274.00","276.50","273.00","9.14K","1.10%"
"07/10/2018","273.50","285.00","285.00","273.50","5.68K","-1.62%"
"07/09/2018","278.00","285.45","285.45","272.30","3.53K","0.72%"
"07/06/2018","276.00","273.00","280.00","273.00","28.77K","1.32%"
"07/05/2018","272.40","272.30","272.45","272.30","2.22K","0.04%"
"07/04/2018","272.30","272.10","277.00","272.10","7.48K","0.09%"
"07/03/2018","272.05","277.00","277.00","272.05","93.86K","-1.79%"
"07/02/2018","277.00","277.15","280.95","277.00","11.80K","-1.77%"
"06/29/2018","282.00","283.95","284.00","282.00","256.01K","0.39%"
"06/28/2018","280.90","282.80","282.80","277.00","26.67K","1.41%"
"06/27/2018","277.00","282.00","282.00","277.00","96.45K","-1.04%"
"06/26/2018","279.90","282.90","283.00","279.90","6.35K","-1.10%"
"06/25/2018","283.00","290.90","290.90","283.00","0.85K","-2.40%"
"06/22/2018","289.95","289.95","289.95","289.95","4.66K","1.74%"
"06/21/2018","285.00","286.00","286.00","285.00","1.01K","-0.18%"
"06/20/2018","285.50","287.90","289.35","285.00","1.72K","1.76%"
"06/19/2018","280.55","286.00","287.00","280.55","4.76K","-2.92%"
"06/18/2018","289.00","290.00","290.00","288.00","31.60K","-0.34%"
"06/14/2018","290.00","290.70","290.75","290.00","21.87K","-0.28%"
"06/13/2018","290.80","290.00","290.80","290.00","205.83K","0.26%"
"06/12/2018","290.05","290.00","290.50","290.00","28.05K","-0.02%"
"06/11/2018","290.10","290.05","290.10","290.00","6.23K","-0.31%"
"06/08/2018","291.00","290.95","291.00","290.10","77.75K","0.02%"
"06/07/2018","290.95","290.10","290.95","290.10","4.95K","0.31%"
"06/06/2018","290.05","290.00","290.15","290.00","14.81K","0.02%"
"06/05/2018","290.00","290.00","290.05","290.00","17.05K","0.00%"
"06/04/2018","290.00","290.00","290.05","290.00","35.27K","-0.34%"
"06/01/2018","291.00","290.05","291.00","290.05","21.24K","0.17%"
"05/31/2018","290.50","290.00","290.50","290.00","77.80K","0.17%"
"05/30/2018","290.00","290.00","290.15","290.00","14.11K","0.00%"
"05/29/2018","290.00","290.00","290.20","290.00","8.37K","0.00%"
"05/28/2018","290.00","291.90","292.00","290.00","3.08K","-0.68%"
"05/25/2018","292.00","290.05","292.00","290.00","86.14K","0.69%"
"05/24/2018","290.00","291.00","291.00","290.00","0.82K","0.00%"
"05/23/2018","290.00","290.00","291.00","290.00","7.43K","0.00%"
"05/22/2018","290.00","290.00","290.00","290.00","27.75K","0.00%"
"05/21/2018","290.00","290.00","290.00","290.00","21.21K","0.00%"
"05/18/2018","290.00","290.00","290.00","290.00","20.66K","0.00%"
"05/17/2018","290.00","290.05","290.05","290.00","13.35K","-0.99%"
"05/16/2018","292.90","291.00","292.90","290.00","155.39K","0.48%"
"05/15/2018","291.50","292.00","292.05","291.00","9.40K","-0.14%"
"05/14/2018","291.90","291.80","292.00","291.80","7.48K","0.02%"
"05/11/2018","291.85","291.90","292.00","291.85","15.52K","-0.02%"
"05/10/2018","291.90","293.85","293.85","291.85","7.92K","0.10%"
"05/09/2018","291.60","291.60","291.60","291.60","7.16K","0.09%"
"05/08/2018","291.35","293.95","293.95","291.10","6.07K","-0.88%"
"05/07/2018","293.95","291.50","293.95","291.05","11.18K","0.94%"
"05/04/2018","291.20","291.20","291.20","291.15","7.01K","0.02%"
"05/03/2018","291.15","291.15","294.50","291.15","1.26K","-1.10%"
"05/02/2018","294.40","291.25","294.40","291.15","3.94K","0.31%"
"04/30/2018","293.50","292.00","295.00","291.15","50.27K","-0.51%"
"04/27/2018","295.00","293.80","295.00","292.05","42.47K","1.03%"
"04/26/2018","292.00","292.20","292.20","291.10","60.79K","-0.09%"
"04/25/2018","292.25","292.25","292.25","292.25","1.96K","-0.93%"
"04/24/2018","295.00","292.25","295.00","292.25","8.09K","1.03%"
"04/23/2018","292.00","292.00","292.00","292.00","0.33K","-1.18%"
"04/20/2018","295.50","292.05","295.50","292.05","6.19K","0.17%"
"04/19/2018","295.00","294.00","295.00","291.65","10.07K","1.17%"
"04/18/2018","291.60","291.50","291.60","291.10","4.03K","-0.82%"
"04/17/2018","294.00","291.10","294.00","291.05","3.75K","0.17%"
"04/16/2018","293.50","293.50","293.50","291.05","26.92K","0.00%"
"04/13/2018","293.50","293.50","293.50","291.10","15.33K","0.00%"
"04/12/2018","293.50","291.20","293.50","291.10","6.01K","0.00%"
"04/11/2018","293.50","291.10","293.50","291.10","4.64K","0.17%"
"04/10/2018","293.00","292.00","293.00","291.05","2.53K","0.34%"
"04/09/2018","292.00","293.00","293.50","291.05","5.70K","-0.51%"
"04/06/2018","293.50","294.00","294.00","293.05","5.84K","-0.17%"
"04/05/2018","294.00","294.00","294.55","294.00","4.33K","-0.32%"
"04/04/2018","294.95","297.35","297.35","293.15","5.17K","0.32%"
"04/03/2018","294.00","296.90","298.00","293.20","39.54K","-0.91%"
"04/02/2018","296.70","296.00","296.70","293.15","31.52K","0.70%"
"03/30/2018","294.65","293.30","294.65","293.05","5.06K","0.19%"
"03/29/2018","294.10","294.15","294.15","294.00","0.37K","-0.29%"
"03/28/2018","294.95","294.15","297.00","294.15","28.07K","0.27%"
"03/27/2018","294.15","295.00","295.10","294.15","89.27K","-1.26%"
"03/26/2018","297.90","294.10","298.00","294.05","0.90K","-0.03%"
"03/23/2018","298.00","293.10","299.00","293.10","19.34K","-0.33%"
"03/22/2018","299.00","292.50","299.00","291.95","10.81K","2.59%"
"03/21/2018","291.45","298.00","298.00","290.20","3.74K","-2.69%"
"03/20/2018","299.50","298.15","299.50","298.10","4.79K","0.17%"
"03/19/2018","299.00","298.50","299.00","298.10","6.63K","-0.32%"
"03/16/2018","299.95","298.25","300.00","298.20","17.81K","-0.02%"
"03/15/2018","300.00","300.00","301.00","297.05","17.03K","0.00%"
"03/14/2018","300.00","301.00","301.00","297.65","16.02K","-0.33%"
"03/13/2018","301.00","301.00","301.00","300.55","12.25K","0.17%"
"03/12/2018","300.50","303.60","303.60","300.00","9.51K","-0.79%"
"03/09/2018","302.90","300.10","303.00","300.00","76.25K","0.97%"
"03/08/2018","300.00","300.00","300.95","298.00","44.97K","-0.10%"
"03/07/2018","300.30","300.00","300.40","300.00","252.27K","0.10%"
"03/06/2018","300.00","300.00","300.00","297.05","65.98K","0.00%"
"03/05/2018","300.00","297.05","300.00","297.05","4.90K","0.00%"
"03/02/2018","300.00","299.00","300.00","297.15","37.39K","0.33%"
"03/01/2018","299.00","299.90","299.90","297.55","3.29K","0.49%"
"02/28/2018","297.55","299.00","299.00","297.00","10.19K","-0.15%"
"02/27/2018","298.00","301.70","301.70","297.00","40.36K","-0.67%"
"02/26/2018","300.00","300.30","300.30","300.00","9.68K","-0.99%"
"02/23/2018","303.00","303.80","303.80","302.15","19.73K","0.00%"
"02/22/2018","303.00","302.00","303.00","301.55","12.17K","0.58%"
"02/21/2018","301.25","303.00","303.00","301.05","4.44K","-0.26%"
"02/20/2018","302.05","302.00","304.00","301.05","32.81K","0.03%"
"02/19/2018","301.95","304.90","304.90","300.60","8.31K","-0.02%"
"02/16/2018","302.00","304.60","308.00","302.00","57.67K","-0.66%"
"02/15/2018","304.00","297.00","304.00","297.00","43.88K","2.29%"
"02/14/2018","297.20","296.95","301.20","296.95","45.39K","0.07%"
"02/13/2018","297.00","297.40","298.95","296.00","4.08K","0.17%"
"02/12/2018","296.50","295.25","296.50","295.25","6.37K","-0.84%"
"02/09/2018","299.00","297.00","299.00","295.10","23.40K","1.01%"
"02/08/2018","296.00","297.40","297.90","295.05","11.46K","0.24%"
"02/07/2018","295.30","294.75","297.95","294.75","30.91K","0.22%"
"02/06/2018","294.65","297.65","297.65","294.60","5.63K","-1.12%"
"02/05/2018","298.00","295.25","298.00","295.25","1.12K","-0.67%"
